1,4,4,4,1,2,3,1,2,5,-0.05488032589061934
0,4,4,1,1,1,1,3,2,6,-0.33401260735875843
1,5,6,4,1,4,3,4,2,2,-0.6196205414289873
1,5,5,1,1,1,2,1,1,3,-0.9122449973694594
1,6,6,4,6,5,5,5,4,1,0.21827425760087052
1,4,5,0,0,1,2,4,4,7,-0.6196205414289377
1,6,5,4,2,3,4,4,4,3,-0.6196205414287321
1,6,6,5,2,5,5,5,4,1,0.2182742576007378
0,2,2,2,1,1,1,2,1,7,0.4859573425590631
1,5,6,5,1,5,3,4,4,2,0.2182742576007385
1,6,6,4,1,5,1,3,0,2,-1.8419326975731578
1,6,6,1,1,4,4,4,4,2,0.2182742576006084
1,5,5,4,2,4,2,2,2,1,0.7487046020603279
1,3,5,5,3,5,4,4,5,2,1.261717407802714
1,4,4,4,2,1,4,3,3,3,-0.6196205414286602
1,4,4,2,2,1,1,2,1,2,-0.9122449973695071
1,5,4,4,5,4,4,3,3,4,-0.054880325890411225
1,4,4,4,4,4,3,3,3,4,0.7487046020603279
1,4,3,4,2,4,2,3,2,3,0.48595734255895434
1,4,5,5,4,6,4,4,4,2,0.21827425760046146
1,4,3,5,1,3,3,3,1,2,-1.2128599021134805
0,2,3,1,3,4,0,0,1,7,-0.05488032589043311
1,6,6,5,5,5,4,5,5,2,-0.05488032589043311
1,6,6,5,1,1,5,5,4,2,-1.2128599021129038
1,6,4,6,6,6,4,4,4,5,-0.6196205414291649
0,1,1,4,0,0,1,1,1,4,-0.6196205414289377
1,3,4,5,2,5,3,3,4,4,0.7487046020602531
1,4,2,0,0,0,1,1,0,5,-0.6196205414289012
0,1,2,0,0,0,0,0,0,5,-0.9122449973694594
1,6,6,3,3,4,1,4,1,3,0.4859573425591429
0,1,2,1,1,1,1,1,1,7,-0.6196205414289451
1,5,5,4,1,2,2,4,3,2,-0.33401260735875843
1,5,5,1,1,5,3,4,3,3,0.4859573425590631
1,5,6,1,2,1,4,4,4,2,0.48595734255895434
1,5,2,1,1,1,1,1,1,6,1.0070874118483286
1,4,4,1,1,1,3,4,1,3,-0.33401260735875843
1,6,6,5,2,4,1,2,4,1,0.21827425760075117
1,4,4,4,3,4,4,4,4,3,0.4859573425586785
1,5,4,4,4,5,2,5,4,1,0.2182742576007968
0,4,0,0,0,0,0,0,0,5,-1.841932697573321
1,6,6,5,4,4,4,4,3,2,1.0070874118482473
1,6,5,2,1,4,2,2,1,2,0.21827425760057806
1,6,6,4,2,4,4,4,4,1,-0.9122449973695071
1,5,5,5,5,5,3,4,4,1,0.4859573425591429
0,3,3,1,1,1,1,2,1,7,-1.5222020247607764
1,6,6,2,2,1,5,3,1,2,0.48595734255895395
1,6,6,6,3,6,6,6,6,2,1.513379802731974
1,5,4,1,1,1,5,4,4,5,-0.3340126073587143
0,1,0,1,0,4,1,0,0,5,-0.05488032589013045
1,6,6,0,0,0,1,2,0,1,-0.33401260735880256
1,4,4,1,1,2,1,1,1,6,-0.05488032589031669
1,5,4,0,0,5,3,3,4,2,-0.05488032589031669
0,1,1,2,0,3,0,0,0,6,-1.2128599138467524
1,5,5,2,1,4,2,3,1,4,0.2182742576006084
1,5,5,4,1,1,1,1,1,6,-1.2128599100187172
0,4,4,5,5,5,2,2,3,2,-1.5222019984483377
1,3,5,2,1,3,1,1,1,2,0.748704602060223
1,5,5,6,4,6,4,5,3,4,0.2182742576006391
1,5,6,5,5,6,1,4,4,3,-0.6196205414287381
1,6,6,6,5,6,3,5,3,2,0.4859573425587763
1,4,4,4,2,1,1,1,1,5,-0.33401260735875843
1,6,6,4,1,1,5,5,4,3,0.48595734255885614
1,6,6,0,0,0,4,3,5,4,-0.05488032589046801
1,5,6,5,5,4,5,5,5,2,0.48595734255895395
1,6,6,0,0,0,1,2,1,2,-0.9122449973696212
1,5,6,4,1,6,1,1,4,2,0.2182742576005743
1,5,6,5,4,4,5,5,4,2,1.513255725543543
0,0,0,6,3,6,0,0,0,7,-0.9122449973696212
0,0,0,2,1,1,1,1,1,7,-0.61962054142899
0,3,3,5,1,1,1,1,1,6,0.7487046020603279
0,2,1,4,0,5,1,1,0,7,-0.05488028953830512
1,5,3,0,0,0,3,2,1,5,0.4859573425590338
1,5,5,0,0,5,2,2,2,4,-0.6196205414291303
1,5,6,6,3,4,5,4,1,2,-0.33401260735875843
0,1,4,1,1,2,0,0,0,3,-0.6196205414290527
1,5,5,0,0,2,1,1,2,2,-0.33401260735875843
0,0,0,0,0,0,0,0,0,6,-1.2128599021122848
1,3,2,5,4,5,2,3,3,1,0.2182742576006909
0,2,1,0,0,1,0,0,0,6,-0.3340126073587128
1,4,5,2,1,3,4,4,4,2,1.0070874118484128
1,3,2,4,3,1,2,1,2,6,0.7487046020601782
0,3,3,3,3,3,2,3,3,4,-1.5222020037106223
0,0,3,4,4,5,0,0,0,7,1.0070874118482473
1,4,3,1,1,1,5,3,1,3,0.2182742576006391
1,4,4,4,4,4,1,1,2,4,1.0070874118483542
0,1,4,1,1,1,4,1,1,3,-0.9122449973693295
1,5,5,6,6,6,5,5,5,2,1.5132557255435144
0,4,2,6,6,6,1,1,3,4,0.48595734255887474
1,6,6,4,4,4,4,4,5,5,0.7487046020606368
1,4,4,1,1,1,2,1,2,2,-0.05488032589047895
1,4,4,5,3,5,1,1,4,4,-0.6196205414289873
1,5,5,6,5,5,4,5,4,3,0.2182742576006084
1,5,5,5,3,5,3,4,1,6,-0.054880325890411225
0,4,3,1,1,1,3,4,3,2,0.21827425760052213
0,0,0,1,0,0,0,0,0,7,-0.33401260735865573
1,5,5,1,1,2,3,3,1,5,0.48595734255895395
0,1,1,5,1,5,1,1,1,7,-0.912244997369557
1,4,3,2,1,4,0,1,0,5,-0.33401260735875843
1,6,6,3,3,2,6,6,5,1,0.48595734255896483
1,5,5,5,5,5,6,6,4,1,-0.619620541429046
1,4,4,0,0,0,1,1,0,4,-1.212859901880761
1,5,3,0,1,1,2,2,2,5,0.4859573425586785
1,5,5,4,4,3,1,3,2,3,0.2182742576008723
0,4,2,6,1,6,1,1,1,5,-1.2128599138463614
0,0,0,0,0,0,0,0,0,6,-1.522202003710511
1,4,5,4,4,4,4,4,3,2,0.21827425760057806
1,6,6,0,0,0,1,1,0,5,-0.9122449973694594
1,5,5,5,4,5,2,4,2,3,-0.05488032589043311
1,5,4,1,1,4,2,1,1,4,-0.05488032589082744
1,6,6,5,4,2,4,5,3,1,0.7487046020599263
0,0,0,0,0,0,0,0,0,7,-0.05488032589031669
1,5,5,5,3,4,4,4,4,2,1.261717407802714
1,5,4,0,0,0,0,0,3,5,0.48595734255922185
1,5,5,6,1,5,3,5,4,2,-0.6196205414287255
1,5,5,1,2,2,3,2,3,4,-0.9122449973695324
1,5,5,1,1,1,1,1,1,3,0.4859573425590415
1,6,6,2,0,1,0,1,1,1,-0.3340126073585808
1,4,4,5,5,6,2,4,3,4,1.0070874118485296
1,6,6,5,0,6,1,4,2,1,-1.21285990211206
1,4,4,4,1,5,1,3,2,5,-1.2128599021130793
1,6,6,5,5,5,5,5,5,3,1.2617174078028262
1,5,5,4,1,1,1,2,3,2,1.0070874118485063
1,6,6,2,0,0,4,4,1,2,1.2617174078026328
1,4,5,5,4,3,4,4,4,4,-0.05488028953836224
0,5,5,1,1,1,2,1,2,4,0.48595734255895395
1,5,6,1,0,3,0,1,0,2,-0.9122449973694529
1,4,4,4,1,3,3,4,3,4,-0.6196205414289686
1,4,4,5,3,1,2,2,3,4,-0.05488032589052622
0,3,4,2,1,1,1,1,1,4,-0.33401260735875843
1,5,5,5,5,5,2,4,2,4,-0.9122449973695324
1,6,6,4,2,5,5,5,4,6,-0.6196205414289873
1,5,5,3,2,4,5,4,4,3,-0.3340126073589669
1,6,6,4,2,2,3,4,4,2,0.7487046020603269
1,4,5,2,0,0,1,2,0,2,-0.9122449973697406
1,5,6,5,2,5,4,4,4,3,2.010038968905353
1,6,6,5,2,2,6,6,4,5,0.4859573425591316
0,3,3,3,0,4,3,3,3,4,-1.2128599021134043
0,0,0,2,1,1,1,1,0,6,-1.2128599102319795
1,6,5,1,0,4,0,1,1,2,0.21827425760078603
1,5,5,6,6,6,5,4,4,4,1.5133798027320995
1,4,5,4,1,4,1,3,2,4,-0.9122449973694344
1,3,4,5,5,5,4,5,4,2,0.2182742576006084
1,5,5,5,5,5,5,5,2,2,0.4859573425591429
1,4,5,4,4,4,2,2,3,6,0.4859573425593497
1,4,4,6,1,5,3,4,2,4,0.2182742576006909
1,4,5,0,0,0,0,0,0,3,-1.8419327178104958
1,5,5,4,1,4,1,2,1,4,-0.6196205414287601
1,6,6,5,1,5,3,3,3,1,0.7487046020602255
1,4,4,1,0,0,2,2,1,5,1.2617174078024396
1,3,3,4,4,5,3,3,4,5,0.4859573425587763
1,4,4,4,5,4,4,4,3,4,-0.6196205414289873
1,4,6,4,1,2,4,4,2,6,1.0070874118482556
1,6,6,4,1,5,5,4,4,2,-1.2128599102317537
1,2,4,1,1,2,2,2,1,3,-1.2128599102318287
1,3,4,2,2,2,3,3,3,3,0.4859573425590631
1,5,1,1,5,1,1,3,3,3,-0.619620541428791
1,4,4,2,3,2,4,4,4,6,0.2182742576007385
0,1,0,0,0,0,0,0,0,5,-0.334012607358663
1,2,2,2,0,0,0,0,0,4,0.4859573425590631
1,4,3,1,1,3,1,1,1,4,-0.9122449973695324
1,4,4,5,4,3,3,3,3,2,-0.054880325890641186
1,5,4,5,4,5,5,5,4,2,0.48595734255885614
1,6,6,6,6,6,5,6,6,2,1.0070874118484379
1,3,3,1,0,1,4,4,2,5,0.2182742576006084
1,4,4,5,5,5,1,4,2,5,1.0070874118483566
0,3,0,0,0,0,0,0,0,4,-0.9122449973695324
1,5,5,0,0,0,4,4,4,3,-0.054880282268120355
1,6,6,4,4,4,6,6,4,2,-0.3340126073585793
1,6,6,5,3,4,6,6,6,2,-0.6196205414289339
1,0,5,4,4,1,4,5,5,5,-0.05488032589036398
0,0,1,2,1,4,0,0,1,7,-0.05488032589037489
0,0,0,6,1,6,0,0,0,7,-1.2128599138467524
1,6,6,4,3,4,4,4,2,2,-0.3340126073585808
0,2,2,6,6,6,1,2,1,5,-1.2128599102314104
1,6,5,4,4,5,4,4,4,1,-0.05488032589052622
0,3,1,6,4,4,0,0,0,4,0.7487046020603056
1,6,6,5,4,5,4,4,6,3,-0.05488032589061934
0,1,1,5,1,5,1,1,1,6,0.4859573425588448
1,4,5,4,1,4,1,1,1,3,-0.05488028953840929
1,6,6,0,0,0,6,6,4,1,0.7487046020604335
1,2,5,5,1,5,1,1,1,2,-0.912244997369557
1,4,3,1,0,1,2,2,1,4,0.21827425760058877
1,4,4,1,0,4,0,1,0,6,-0.3340126073585808
0,0,0,0,0,0,1,1,1,6,0.2182742576008723
1,6,6,4,4,1,2,3,1,2,0.4859573425591316
1,5,5,4,3,5,4,4,3,2,0.7487046020603297
1,6,6,0,0,0,0,0,0,1,-1.2128599138466334
1,6,6,0,0,0,1,2,1,2,-0.05488032589061934
1,4,3,1,1,1,1,1,1,4,0.21827425760057806
1,5,5,1,5,5,5,5,5,2,0.21827425760058877
1,4,3,4,3,5,3,2,2,6,0.48595734255885614
1,5,5,5,4,5,3,4,4,2,-1.5222020037105428
1,6,6,0,0,0,0,0,0,5,-0.33401260735865573
1,6,6,1,1,1,2,4,4,5,-0.619620541428847
0,3,3,3,3,4,3,3,3,6,-0.33401260735889193
1,5,5,5,4,5,4,4,4,2,2.010038968905477
0,2,4,4,2,2,1,1,1,7,-1.212859910232077
1,6,6,6,6,6,6,6,6,1,1.5133798027320835
1,4,4,4,1,1,4,4,1,6,0.48595734255895395
1,4,5,1,4,4,1,1,2,4,-0.33401260735863786
1,4,5,3,3,3,2,1,3,4,-0.054880325890735764
1,4,4,1,1,1,1,1,1,5,-0.9122449973693794
1,6,6,5,4,3,5,5,5,1,1.0070874118485342
0,1,0,3,3,3,1,1,3,7,-0.05488032589061934
1,3,4,6,4,6,1,1,0,7,-0.05488032589031669
1,5,5,5,5,5,4,5,2,2,0.21827425760071234
1,5,5,5,5,5,3,4,5,5,0.48595734255895434
1,5,6,6,6,6,4,5,5,1,1.5133797986100979
1,4,5,4,0,3,3,3,3,3,-0.912244997369557
1,5,5,5,5,5,5,5,4,4,0.7487046020603279
1,3,2,5,1,5,0,1,1,6,-0.05488032589037489
1,5,5,4,3,4,4,5,4,4,1.5132557255436012
1,6,6,6,4,6,3,5,2,2,0.48595734255895395
1,6,6,5,1,3,3,3,4,2,0.21827425760090263
